Blue_Pick_1,Blue_Pick_2,Blue_Pick_3,Blue_Pick_4,Blue_Pick_5,Red_Pick_1,Red_Pick_2,Red_Pick_3,Red_Pick_4,Red_Pick_5,Blue_Win
Riven,Naafiri,Tristana,MissFortune,Lux,Jax,Talon,Syndra,Jinx,Pantheon,1
Yasuo,Zac,Xerath,Jinx,Bard,Poppy,JarvanIV,Akali,Kaisa,Nami,1
Ornn,Gwen,Malzahar,Lucian,Bard,Yone,Talon,Ekko,Caitlyn,Sona,0
Riven,Khazix,Qiyana,Ashe,Morgana,Poppy,Rengar,Kassadin,Kaisa,Thresh,1
Camille,Zyra,Akshan,MissFortune,Nami,Riven,Aatrox,Kayle,Cassiopeia,Thresh,0
Naafiri,Hecarim,Ekko,Yasuo,Karma,Riven,JarvanIV,Zoe,Ashe,Braum,1
DrMundo,Nunu,Syndra,Ezreal,Nami,Rumble,Darius,Swain,Jhin,Bard,1
Riven,Talon,Heimerdinger,Draven,Janna,KSante,Amumu,Katarina,MissFortune,Nami,0
Singed,Qiyana,Yasuo,Kaisa,Rakan,Pantheon,Nidalee,Sylas,Draven,Zed,1
DrMundo,Ambessa,Ahri,MissFortune,Braum,Fiora,Jayce,Draven,Velkoz,Rakan,1
Jayce,Vi,Cassiopeia,Zyra,Lulu,Naafiri,Skarner,Xerath,Zeri,Yuumi,1
Jayce,Aatrox,Katarina,Ashe,Seraphine,Malphite,Naafiri,Orianna,Lucian,Karma,1
Chogath,XinZhao,Mel,Yunara,Nautilus,Gwen,Talon,Ryze,Lucian,Karma,1
Swain,MonkeyKing,Jayce,AurelionSol,Poppy,Sion,Diana,Ekko,Aphelios,Pantheon,1
Elise,Riven,Viktor,Ezreal,Karma,Rumble,Zed,Ahri,Jhin,Blitzcrank,0
Yasuo,Karthus,Ryze,Ezreal,Poppy,Elise,Jayce,Zoe,Jhin,Nautilus,1
Irelia,Shaco,Aurora,Zilean,FiddleSticks,Zaahen,Diana,Galio,Kaisa,Neeko,0
Zaahen,Nidalee,Ahri,Jhin,Alistar,Vayne,Jayce,Ryze,MissFortune,Leona,1
Jayce,Rengar,Akali,Aphelios,Nautilus,DrMundo,JarvanIV,Orianna,Nilah,Senna,0
Jayce,LeeSin,Zoe,AurelionSol,Poppy,Malphite,Qiyana,Orianna,Jhin,Elise,0
Gwen,Qiyana,Zoe,Lucian,Braum,Jayce,Ivern,Veigar,MissFortune,Rell,0
Fiora,Warwick,Orianna,Jhin,Karma,Gragas,Ivern,Irelia,Aphelios,Taric,1
Sion,Ivern,Ryze,Yunara,Lulu,RekSai,Zed,Yone,Brand,Karma,0
Fiora,Zed,Anivia,Twitch,Janna,Cassiopeia,Skarner,Akali,MissFortune,Renata,0
Gnar,Jayce,Aurora,Kaisa,Rell,KSante,Naafiri,Taliyah,Jhin,Karma,1
Zaahen,Zed,Galio,Swain,Rakan,Kled,Aatrox,Ryze,Zyra,Nami,0
Rumble,JarvanIV,Syndra,Caitlyn,Rell,Quinn,Jayce,Ahri,Kaisa,FiddleSticks,1
Zaahen,Jayce,Ahri,Ziggs,Alistar,Ambessa,JarvanIV,Lux,Caitlyn,Blitzcrank,1
Ambessa,Diana,Tristana,Zyra,Maokai,Gangplank,Belveth,Taliyah,Zoe,Alistar,0
Zaahen,Diana,Ryze,Yunara,Nautilus,Irelia,Kindred,Akali,Corki,Elise,1
Sion,Zed,Ryze,Ezreal,Alistar,Riven,JarvanIV,Taliyah,Caitlyn,Nautilus,1
Ambessa,Diana,Veigar,Lucian,Pyke,Zaahen,Qiyana,Ahri,MissFortune,Rell,1
Zaahen,Qiyana,Ahri,Zilean,Elise,Akali,Aatrox,Quinn,Mel,Bard,1
Aatrox,XinZhao,Ahri,Yunara,Braum,Irelia,JarvanIV,Vladimir,MissFortune,Nautilus,1
Zaahen,Chogath,Cassiopeia,Jhin,Nautilus,Riven,Elise,Katarina,MissFortune,Senna,0
Tristana,Ekko,Veigar,Varus,Pyke,Sion,Ambessa,Leblanc,Corki,Neeko,0
Zoe,DrMundo,Anivia,Ashe,Lulu,Gwen,Zed,Mel,Yunara,Leblanc,0
KSante,Diana,Tristana,Yunara,Braum,Zaahen,Aatrox,Malzahar,Kaisa,Neeko,1
Ornn,Aatrox,Ryze,Twitch,Karma,Volibear,Qiyana,Katarina,Tristana,Nautilus,0
Renekton,Naafiri,Anivia,Yunara,Lulu,Ambessa,Teemo,Ekko,Kaisa,Blitzcrank,0
Rumble,Graves,Ahri,Jhin,Poppy,Sion,Kindred,Orianna,Ziggs,Rell,0
Zaahen,Diana,Tristana,Ziggs,Bard,Gwen,Aatrox,Ahri,Jhin,Pyke,1
Sylas,Graves,Ryze,Kaisa,Nautilus,Jax,Ambessa,Vladimir,Draven,Shen,1
DrMundo,Diana,Yasuo,Yunara,Braum,Gwen,Chogath,Renekton,Jhin,Alistar,1
Nidalee,Chogath,Yone,Tristana,Rakan,Zaahen,Sylas,Ahri,Corki,Nautilus,0
Zaahen,Chogath,Mel,Sivir,Rell,Ambessa,Diana,Quinn,Ziggs,Leona,0
Zaahen,Nidalee,Tristana,Syndra,Taric,Teemo,Belveth,Ahri,Jinx,Poppy,0
Zaahen,Talon,Ryze,Kaisa,Taric,Aatrox,MonkeyKing,Cassiopeia,Mel,Senna,0
Sion,Talon,Ahri,Ashe,Janna,Aatrox,Teemo,Yasuo,Kaisa,Karma,1
Shen,Rengar,Leblanc,Jhin,Janna,Darius,Qiyana,Mel,Yunara,Zilean,0
Darius,Ambessa,Syndra,Ezreal,Janna,Elise,JarvanIV,Katarina,Tristana,Blitzcrank,0
Riven,Talon,Ryze,Jhin,Karma,Ekko,Ambessa,Malzahar,Zeri,Lulu,1
Teemo,Nocturne,Irelia,Ezreal,Leona,Malphite,Rengar,Syndra,Tristana,Nautilus,0
Ambessa,LeeSin,Ekko,Tristana,Alistar,Darius,Qiyana,Cassiopeia,Yunara,Rell,1
Ambessa,Qiyana,Akali,Mel,Alistar,Singed,Ekko,Sion,Jhin,Rell,0
Sion,Qiyana,Akali,Jhin,Nautilus,Ekko,LeeSin,Neeko,Tristana,Taric,0
KSante,DrMundo,Ekko,Tristana,Poppy,Smolder,Zed,Orianna,Jhin,Leona,1
Ambessa,JarvanIV,Syndra,Jhin,Soraka,Sion,Shaco,Tristana,Kennen,Taric,0
Irelia,Kindred,Vladimir,Sivir,Braum,Sylas,Khazix,Syndra,Vayne,Alistar,1
Zaahen,Ambessa,Ahri,Mel,Bard,Riven,Shaco,Leblanc,Lucian,Nami,0
Pantheon,Chogath,Ryze,MissFortune,Rell,Fiora,Ambessa,Ekko,AurelionSol,Poppy,0
Zaahen,Sion,Mel,MissFortune,Pyke,Gnar,Urgot,Malzahar,Ashe,Seraphine,1
Ambessa,Shaco,Akali,Jhin,Nautilus,Gangplank,Graves,Zilean,Ashe,Sylas,0
Ambessa,Malphite,Smolder,Swain,Janna,Urgot,Nunu,Anivia,Jhin,Sylas,0
Aatrox,Jayce,Syndra,Quinn,Poppy,Gragas,Qiyana,Akali,Kaisa,Nautilus,1
Rumble,Aatrox,Syndra,Tristana,Rell,Sett,JarvanIV,Orianna,Mel,Rakan,1
Ambessa,Diana,Yasuo,Jhin,Rell,Renekton,Chogath,Syndra,Ezreal,Pyke,0
Chogath,Ambessa,Mel,Jhin,Leona,Gangplank,Aatrox,Quinn,Ziggs,Elise,1
KSante,Jayce,Anivia,MissFortune,Rakan,Gragas,Zyra,Varus,Caitlyn,Karma,1
Varus,Qiyana,Ryze,Yunara,Sona,Rumble,Khazix,Yone,Jhin,Blitzcrank,1
Sion,JarvanIV,Mel,Tristana,Sona,Heimerdinger,Diana,Irelia,Ezreal,Blitzcrank,0
KSante,Diana,Vladimir,Ezreal,Rakan,Heimerdinger,Nocturne,Tristana,Mel,Rell,1
Aatrox,RekSai,Katarina,Seraphine,Alistar,Sett,Karthus,Sylas,Jhin,Pyke,1
Gangplank,JarvanIV,Syndra,MissFortune,Poppy,Ambessa,Ornn,Zed,Mel,Rakan,1
Riven,Karthus,Velkoz,Yunara,Poppy,Jax,Kindred,Galio,Kaisa,Rell,1
Renekton,Ambessa,Ekko,Yunara,Karma,Aurora,Riven,Taliyah,MissFortune,Rakan,0
Teemo,Khazix,Ahri,MissFortune,Chogath,Rumble,JarvanIV,Azir,Jhin,Shen,0
Jayce,Kayn,Anivia,Yunara,Rakan,Ambessa,Tryndamere,Ahri,Jhin,Rell,0
Shen,Naafiri,Ahri,Yunara,Braum,Jayce,Fizz,Ryze,Zeri,Rakan,1
Irelia,Sylas,Quinn,Yunara,Rell,KSante,Aatrox,Ahri,Jhin,Alistar,0
Aatrox,Malphite,Anivia,Qiyana,FiddleSticks,Sion,Diana,Taliyah,Lucian,Nautilus,0
Riven,Aatrox,Velkoz,Zeri,Braum,Vayne,Sion,Anivia,Kaisa,Nautilus,0
Aatrox,Fizz,Sylas,Xayah,Rakan,Irelia,Ambessa,Ryze,Jhin,Blitzcrank,0
Riven,Lillia,Velkoz,Kaisa,Rell,Chogath,DrMundo,Orianna,Corki,Braum,1
Irelia,Zed,Mel,Jinx,Rell,Gangplank,Shaco,Vladimir,Ashe,Janna,0
Camille,JarvanIV,Ahri,Ashe,Leona,Gangplank,Nidalee,Quinn,Jhin,Pyke,1
KSante,Qiyana,Cassiopeia,Hwei,Sylas,Gangplank,Viego,Ryze,Sivir,Nautilus,1
Gangplank,Viego,Irelia,Ziggs,Elise,Tryndamere,Kindred,Zilean,Corki,Pyke,0
Aatrox,Ekko,Xerath,Jhin,Mel,Yasuo,Karthus,Lux,Varus,Rell,0
Pantheon,Hecarim,Hwei,Kaisa,Bard,KSante,JarvanIV,Akali,Mel,Nautilus,1
Shen,LeeSin,Hwei,Ashe,Bard,Ambessa,Talon,Mel,Smolder,TahmKench,1
Nidalee,Sylas,Velkoz,Yunara,Nautilus,Ambessa,Poppy,Cassiopeia,Kaisa,Rakan,1
Cassiopeia,Sylas,Mel,Jhin,Pantheon,Yone,Nidalee,Twitch,Ashe,Rell,0
Singed,Diana,Twitch,Ashe,Karma,Olaf,Naafiri,Ryze,Ziggs,Pyke,1
Urgot,Ivern,Mel,Yunara,Lulu,Gnar,Nunu,Orianna,Smolder,Rell,0
KSante,Ivern,Viktor,Corki,Pyke,Akali,JarvanIV,Orianna,Yunara,Janna,0
Aatrox,Viego,Galio,Jinx,Rell,Teemo,Diana,Sion,Smolder,Nautilus,1
Renekton,Teemo,Ryze,Samira,Nautilus,Olaf,Sylas,Sion,Kaisa,Alistar,1
Yone,Udyr,Syndra,Varus,Lux,Trundle,Mordekaiser,Azir,Tristana,Maokai,1
DrMundo,Rengar,Mel,Smolder,Nautilus,Aatrox,Kayn,Fizz,MissFortune,Leona,0
Zaahen,Hecarim,Irelia,Twitch,Lulu,MonkeyKing,Udyr,Aurora,Tristana,Thresh,1
Garen,Ekko,Lux,Kaisa,Senna,Cassiopeia,Khazix,Hwei,Tristana,Milio,1
Singed,Zaahen,Velkoz,MissFortune,Shaco,Shen,Talon,Orianna,Tristana,Nautilus,1
Kayle,Lillia,Yasuo,Smolder,Galio,Ornn,MonkeyKing,Varus,Tristana,Rell,1
Renekton,Diana,Mel,Tristana,Nami,Malphite,Rengar,Leblanc,Jhin,Shaco,0
KSante,MasterYi,Anivia,Smolder,Karma,Shen,Trundle,Lissandra,MissFortune,Leona,0
Jax,Ivern,Taliyah,Kaisa,Pyke,Zaahen,Shaco,Syndra,Jhin,Milio,0
Aatrox,Talon,Fizz,Tristana,Nami,Camille,Pantheon,Leblanc,Smolder,Janna,0
Kayle,Nocturne,Cassiopeia,Tristana,Lulu,Shen,XinZhao,Annie,Draven,Soraka,1
Malphite,MasterYi,Ahri,Sivir,Blitzcrank,Nasus,Viego,Lux,Tristana,Milio,0
Sion,FiddleSticks,Fizz,Tristana,Lulu,Zaahen,Hecarim,AurelionSol,Yunara,Milio,1
Swain,Pantheon,Twitch,Tristana,Soraka,DrMundo,Kayn,Lissandra,MissFortune,Milio,1
Rumble,Sion,Sylas,Tristana,Pyke,Malphite,Viego,Zoe,Jinx,Shen,0
Garen,Briar,AurelionSol,Smolder,Leona,Yasuo,Warwick,Kayle,Tristana,Soraka,0
Pantheon,Briar,TwistedFate,Smolder,Shen,Gangplank,Nocturne,Malzahar,Ashe,Milio,1
Illaoi,Kayn,Ryze,Twitch,Milio,Tryndamere,LeeSin,Lissandra,Tristana,Leona,0
Yorick,MonkeyKing,Leblanc,Twitch,Milio,Irelia,Gragas,Tristana,Smolder,Sona,1
Malphite,Amumu,Azir,Tristana,MissFortune,Kennen,Riven,Mel,Vayne,Swain,1
Gnar,MonkeyKing,AurelionSol,Lucian,Nami,Darius,DrMundo,Lissandra,Smolder,Seraphine,1
Volibear,XinZhao,Katarina,Tristana,Zyra,Olaf,Kayn,Diana,MissFortune,Pantheon,0
Gnar,Ekko,Diana,Tristana,Zilean,Teemo,Aatrox,Fizz,Jhin,Bard,1
Garen,Jax,Akali,Aphelios,Karma,Akshan,Aatrox,Katarina,Smolder,Soraka,0
Yone,Hecarim,Cassiopeia,Lucian,Milio,Ambessa,Kayn,Katarina,Smolder,Swain,0
Zaahen,Taliyah,Akshan,Xayah,Zyra,Malphite,Karthus,Hwei,Tristana,Thresh,1
Darius,Lillia,Hwei,Ezreal,Leona,Fiora,TahmKench,Mel,MissFortune,Velkoz,0
Nasus,Rumble,Hwei,Smolder,Leblanc,Teemo,MonkeyKing,Zoe,Lucian,Nami,1
Teemo,Zac,Leblanc,Smolder,Nami,Yone,Volibear,Hwei,Mel,Rakan,0
Sett,Viego,Hwei,Tristana,Nautilus,Ambessa,Sylas,Irelia,MissFortune,Evelynn,1
Kayle,Sylas,Irelia,Kalista,Taric,Garen,Aatrox,Hwei,Smolder,Thresh,1
Mordekaiser,Kayn,Katarina,Tristana,Lux,Urgot,Khazix,Mel,Ashe,Nautilus,0
Zaahen,Zed,Ahri,Ezreal,Teemo,Illaoi,Pantheon,Kassadin,MissFortune,Soraka,0
Gwen,Jax,Zed,Ezreal,Teemo,DrMundo,Khazix,Kaisa,MissFortune,Elise,1
Malphite,Sylas,Azir,Twitch,Lux,Mordekaiser,Skarner,Jayce,Smolder,Soraka,0
Zaahen,Viego,Velkoz,MissFortune,Zyra,Ornn,Gwen,Fizz,Jinx,Thresh,0
Darius,FiddleSticks,Vex,Ezreal,TahmKench,Jax,Sylas,AurelionSol,Varus,Pantheon,1
Darius,Viego,Ekko,Kaisa,Nautilus,Zed,Chogath,Mel,Ezreal,Xerath,0
Nidalee,Sylas,Irelia,Tristana,Nautilus,Chogath,Rengar,TwistedFate,Jhin,Ashe,1
Yorick,Briar,Katarina,Jhin,Sylas,Irelia,Trundle,Galio,MissFortune,Mel,1
Trundle,Vi,Akshan,MissFortune,Zilean,Kayle,Viego,Orianna,Kaisa,Rakan,1
Malphite,Shyvana,Yone,Jhin,Janna,Gwen,Zac,Vladimir,MissFortune,Zaahen,0
Tryndamere,Nasus,Fizz,Ziggs,Swain,Gwen,Shen,Twitch,Sivir,Thresh,0
Ambessa,Aatrox,Veigar,Twitch,Xerath,Yone,Chogath,Azir,Ziggs,Pyke,1
Warwick,Malphite,Syndra,Ezreal,Yuumi,Garen,Graves,Yone,Mel,Lux,0
Zaahen,Viego,Annie,Yunara,Velkoz,DrMundo,Evelynn,Yasuo,MissFortune,Lux,0
Nasus,Graves,Smolder,MissFortune,Milio,Sion,Warwick,Malzahar,Jinx,Rell,1
Chogath,Trundle,Veigar,MissFortune,Bard,Fiora,Khazix,Katarina,Velkoz,Thresh,0
Singed,Malphite,Yasuo,MissFortune,Zoe,Jax,Zaahen,Ryze,Kalista,Hwei,0
Sett,Malphite,Mel,MissFortune,Velkoz,Darius,LeeSin,Syndra,AurelionSol,Yuumi,0
Zaahen,Zed,Vladimir,Kaisa,Nautilus,Sett,Talon,Hwei,MissFortune,Blitzcrank,0
Gangplank,JarvanIV,Viktor,Tristana,Karma,Malphite,Nocturne,Mel,Ezreal,Lux,1
Renekton,Zaahen,Azir,Ezreal,TwistedFate,Vayne,Ambessa,Aurora,Draven,Senna,0
Malphite,Fizz,Yasuo,Smolder,Milio,Sylas,Jayce,Qiyana,Ezreal,Leona,1
Zaahen,Shaco,Hwei,Ezreal,Nami,Darius,FiddleSticks,Pantheon,Ziggs,Brand,1
Zaahen,Zed,Cassiopeia,Ziggs,Nami,Kayle,Sejuani,Irelia,Sivir,Yuumi,0
Vayne,Kayn,Orianna,Ezreal,Braum,Zaahen,Nidalee,Ekko,Twitch,Poppy,0
Zaahen,Zed,Katarina,Ezreal,Thresh,Jax,Viego,Yone,Ziggs,Renata,1
Vladimir,Naafiri,Vex,Ezreal,Velkoz,Irelia,Lillia,Ahri,Jinx,Senna,1
Nasus,Trundle,Sylas,Sivir,Velkoz,Kayn,Talon,Yone,Ezreal,Poppy,1
Chogath,Khazix,Mel,Ezreal,Swain,Yone,Viego,Kayle,Jhin,Teemo,1
Irelia,Evelynn,Fizz,Ezreal,Leona,Singed,Nunu,Lux,Kaisa,Rakan,1
Kayn,Qiyana,Hwei,Ezreal,Velkoz,Bard,Evelynn,Ivern,Samira,Blitzcrank,0
Renekton,Volibear,TwistedFate,Ezreal,Braum,Shen,Taliyah,Lissandra,Jinx,Thresh,1
Katarina,Hecarim,Sylas,Ezreal,Swain,DrMundo,Zed,Lux,Yunara,Lulu,0
Darius,Diana,Syndra,MissFortune,Nautilus,Garen,MasterYi,Katarina,Ezreal,Karma,0
Chogath,Rengar,Kayle,Smolder,Nautilus,Malphite,Shaco,Akshan,Ezreal,Milio,0
Ornn,Viego,Akali,Jhin,Lux,Riven,Khazix,Diana,Ashe,Thresh,1
Yone,Zed,Galio,Ezreal,Lux,Sett,Kayn,Sylas,Rengar,Ivern,1
Jax,Vi,Mel,Ziggs,Bard,Aatrox,Morgana,Yasuo,Jhin,TahmKench,0
Malphite,Diana,Lissandra,Tristana,Milio,Ambessa,Viego,Viktor,Ziggs,Elise,0
Fiora,Poppy,Leblanc,Corki,Neeko,Akshan,Diana,Taliyah,Ezreal,Senna,0
Rumble,JarvanIV,Swain,Ezreal,Soraka,Aatrox,Nocturne,Akali,Jhin,Taric,0
Chogath,Talon,Ahri,Kaisa,Bard,Zaahen,Zed,Mel,Lucian,Braum,0
Zaahen,Hecarim,Orianna,Aphelios,Thresh,Chogath,Aatrox,Ryze,Ezreal,Karma,1
Ornn,Nunu,Taliyah,MissFortune,Soraka,Zaahen,Karthus,Akshan,Ezreal,Sylas,1
Zaahen,Jayce,Anivia,Katarina,Bard,Ambessa,FiddleSticks,Hwei,Ezreal,Blitzcrank,1
Zaahen,Sylas,Ambessa,Zeri,Renata,Gwen,Talon,Akshan,Ezreal,Karma,1
Ambessa,Viego,Syndra,Hwei,Janna,Renekton,Jayce,Ryze,Ezreal,Karma,1
RekSai,LeeSin,Cassiopeia,Ezreal,Bard,Jayce,XinZhao,Katarina,AurelionSol,Senna,0
Vayne,Diana,Yasuo,MissFortune,Milio,Swain,Ambessa,Ryze,Lucian,Elise,1
Jax,Malphite,Nunu,Ezreal,Sylas,Zaahen,Qiyana,Viktor,Kalista,Sona,1
Riven,Elise,Sylas,Ezreal,Rell,Renekton,LeeSin,Mel,Kaisa,Alistar,0
Trundle,Talon,Aurora,Ezreal,Maokai,Renekton,Shaco,Sylas,Kalista,Sona,0
Illaoi,JarvanIV,Zyra,Ezreal,Pyke,Gangplank,LeeSin,Anivia,Swain,Taric,1
Anivia,Jayce,Taliyah,Ezreal,Poppy,Yorick,Belveth,Ahri,Kaisa,Bard,0
Irelia,Lillia,Malzahar,Ezreal,Senna,Urgot,Nunu,AurelionSol,Kalista,Nautilus,0
MasterYi,Zyra,Yone,Samira,Rell,Jax,Lillia,Viktor,Ezreal,Bard,0
Shen,DrMundo,Yone,Hwei,Karma,Zaahen,Zed,Xerath,Ezreal,Renata,1
Sion,Jayce,Sylas,Tristana,Sona,Zaahen,JarvanIV,Leblanc,Ezreal,Renata,1
Jayce,LeeSin,Syndra,Ezreal,Blitzcrank,Sion,Graves,Ekko,Yunara,Janna,0
Zaahen,LeeSin,Vex,Jhin,Ekko,Jayce,Nidalee,Leblanc,Yunara,Pyke,1
Vayne,Sylas,Ekko,Ezreal,Soraka,Zaahen,Graves,Leblanc,Kaisa,Elise,0
Zaahen,Rengar,Ahri,Mel,Bard,Singed,Diana,Smolder,Ezreal,Karma,1
Rumble,Aatrox,Leblanc,Ezreal,Rakan,Teemo,Hecarim,AurelionSol,Yunara,Nautilus,1
Aurora,Chogath,Renekton,Ezreal,Sona,Teemo,Ekko,Yasuo,Kaisa,Rell,1
Ambessa,Shaco,Twitch,Ezreal,Bard,Riven,XinZhao,Viktor,Yunara,Karma,0
Aatrox,Zaahen,Ekko,Ezreal,Karma,Ambessa,Nunu,Kayle,Sivir,Lulu,1
Zaahen,Sylas,Ekko,Ezreal,Braum,Jax,Jayce,Taliyah,Kaisa,Rell,0
Ambessa,JarvanIV,Ahri,MissFortune,Braum,KSante,Sylas,Syndra,Ezreal,Pantheon,0
Vayne,Aatrox,Kassadin,Ashe,Elise,Akali,DrMundo,Sylas,Ezreal,Thresh,1
Riven,Viego,Akali,Draven,Janna,Kennen,Talon,Yasuo,Ezreal,Elise,0
Corki,Talon,Katarina,Zeri,Nautilus,Trundle,Viego,Sylas,Ezreal,Rell,0
Gwen,Jayce,Viktor,Kaisa,Pantheon,Sion,Ambessa,Mel,Ezreal,Poppy,1
Yorick,Qiyana,Leblanc,Ezreal,Jax,Cassiopeia,Ekko,Katarina,MissFortune,Poppy,0
Ambessa,Aatrox,Viktor,Ezreal,Bard,Cassiopeia,Jayce,Zoe,Caitlyn,Soraka,0
Gwen,Chogath,Irelia,Ezreal,Poppy,KSante,Aatrox,Sylas,Kaisa,Elise,0
Sion,Khazix,Vladimir,MissFortune,Elise,Swain,JarvanIV,Katarina,Ezreal,Leona,0
Irelia,Zed,Ryze,MissFortune,Bard,KSante,Olaf,Azir,Jhin,Renata,1
KSante,Aatrox,Vladimir,Ezreal,Sona,Rumble,Zed,Ryze,Kaisa,Nautilus,1
Akshan,Ivern,Akali,Ezreal,Sona,Elise,Jayce,Syndra,Kaisa,Rell,0
Garen,Diana,Viktor,Ezreal,Bard,Quinn,Brand,Irelia,Kalista,Janna,0
Vladimir,RekSai,Diana,Ezreal,Karma,Zaahen,Viego,Syndra,Kaisa,Janna,1
Akali,MonkeyKing,Leblanc,Kaisa,Karma,Poppy,JarvanIV,Taliyah,Ezreal,Sylas,0
Yasuo,JarvanIV,Diana,Kaisa,Leona,Gwen,Aatrox,Viego,Ezreal,Rakan,0
Irelia,Nidalee,Diana,Ezreal,Leona,Jayce,LeeSin,Katarina,Jhin,Swain,1
Olaf,Aatrox,Akali,Kaisa,Sylas,Aurora,LeeSin,Syndra,Ezreal,Braum,0
Aatrox,Zed,Orianna,Yunara,Milio,Yone,Shaco,Akali,Ezreal,Lux,1
Ornn,Jayce,Ekko,Ezreal,KSante,Vayne,RekSai,Cassiopeia,Kaisa,Leona,1
Jayce,Sylas,Leblanc,Ezreal,Pyke,Ambessa,Zed,Ekko,Kaisa,Rakan,0
Akali,JarvanIV,Ahri,Ezreal,Rakan,Varus,Qiyana,Diana,Kaisa,Nautilus,1
Olaf,Zed,Taliyah,Yunara,Rell,Camille,Qiyana,Akali,Ezreal,Elise,0
KSante,JarvanIV,Katarina,Ashe,Bard,Yone,Kayn,Ekko,Ezreal,Sona,0
Gangplank,Aatrox,Akali,Sivir,Karma,Shen,Kayn,Hwei,Ezreal,Leona,1
Jayce,Talon,Ahri,Ezreal,Velkoz,Vayne,MonkeyKing,Syndra,KogMaw,Nautilus,0
Malphite,Qiyana,TwistedFate,Ezreal,Senna,Lucian,Diana,Mel,Jhin,Velkoz,1
Malphite,JarvanIV,Akali,Ezreal,Bard,Ambessa,Riven,Sylas,Mel,Pyke,1
Irelia,LeeSin,Diana,Ezreal,Senna,Vladimir,Jayce,Ryze,MissFortune,Pyke,1
Vladimir,Talon,Akali,Ezreal,Senna,Riven,Malphite,Akshan,Syndra,Taric,1
Akshan,Diana,Galio,Zeri,Janna,Cassiopeia,Jayce,Syndra,Ezreal,Rell,1
Sett,Diana,Yone,Syndra,Nami,Vayne,RekSai,Sylas,Ezreal,Karma,1
Kled,Diana,Seraphine,Caitlyn,Lux,Gwen,JarvanIV,Ahri,Ezreal,Karma,1
Cassiopeia,Khazix,Zoe,Ezreal,Rell,Vladimir,Naafiri,Orianna,Kaisa,Rakan,0
Renekton,Diana,Zoe,Ezreal,Rakan,Jayce,Ambessa,Malzahar,Jinx,Thresh,0
Camille,Kayn,Chogath,Ezreal,Nidalee,Gangplank,Jayce,Yone,Zyra,Sona,0
Urgot,Viego,Leblanc,Ezreal,Janna,Singed,Aatrox,Katarina,Ashe,Pyke,1
Zaahen,Sylas,Jayce,Kaisa,Nautilus,Trundle,Viego,Ekko,Ezreal,Braum,0
Trundle,Nasus,Yasuo,Hwei,Karma,Aurora,Aatrox,Azir,Ezreal,Taric,0
Darius,Elise,Azir,Ezreal,Sona,Gwen,Kayn,Syndra,Nilah,Senna,1
Teemo,JarvanIV,Ryze,Velkoz,Nautilus,Malphite,Talon,Leblanc,Ezreal,Rakan,0
Teemo,Zed,Syndra,Ezreal,Blitzcrank,Mordekaiser,Rengar,Lucian,Yunara,Nami,1
Urgot,Viego,Galio,MissFortune,Thresh,Rumble,Kindred,Corki,Ezreal,Nautilus,1
Zaahen,LeeSin,Syndra,Ezreal,Nami,Malphite,RekSai,Corki,MissFortune,Janna,1
Vladimir,Shaco,Zed,Yunara,Nautilus,Rumble,JarvanIV,Ahri,Ezreal,Karma,0
Yorick,Shaco,TwistedFate,Kaisa,Camille,Jax,Qiyana,Galio,Ezreal,Karma,1
KSante,Aatrox,Azir,Ezreal,Braum,Ornn,Ambessa,Ekko,MissFortune,Taric,0
Riven,LeeSin,Vladimir,MissFortune,Poppy,DrMundo,Nidalee,Zed,Yasuo,Rell,0
Fiora,JarvanIV,Aurora,Yasuo,Diana,Jax,Nidalee,Zed,Ezreal,Nautilus,1
Mordekaiser,Talon,Taliyah,Yunara,Alistar,Volibear,Belveth,Velkoz,Ezreal,Rakan,0
Ivern,Qiyana,Renekton,Ashe,Zilean,Malphite,LeeSin,Yasuo,Ziggs,Bard,0
Aatrox,Hecarim,Syndra,Ezreal,Pantheon,Irelia,Jayce,Sylas,Yunara,Zilean,1
Shen,Ambessa,Akali,Ezreal,Soraka,Olaf,Malphite,Brand,Sivir,Lulu,0
Sion,Aatrox,Katarina,Vayne,Lulu,Chogath,Viego,Brand,Ezreal,Pantheon,1
Akali,Karthus,Jayce,Ezreal,Nautilus,Cassiopeia,Zyra,Zed,Kaisa,Taric,0
Zaahen,Karthus,Ryze,Jhin,Nautilus,Vayne,Ambessa,Syndra,Ezreal,Bard,1
KSante,Talon,Sylas,Ezreal,Janna,Udyr,Zed,Veigar,Ashe,Karma,1
Sylas,Khazix,Yasuo,Ezreal,Soraka,Renekton,Zed,Veigar,MissFortune,Sona,0
Jayce,Ekko,Velkoz,Yunara,Lulu,Shen,Zed,Azir,Ezreal,Nautilus,0
Rumble,Aatrox,Mel,Caitlyn,Braum,Akali,LeeSin,Ahri,Ezreal,Nautilus,0
Yorick,Ambessa,Ekko,MissFortune,Neeko,Vladimir,Chogath,Syndra,Ezreal,Rell,1
Zoe,RekSai,Syndra,MissFortune,Nami,Jayce,LeeSin,Gangplank,Ekko,Bard,1
Ambessa,Rengar,Vladimir,Lucian,Leona,Renekton,JarvanIV,Azir,Ezreal,Senna,1
Shen,Viego,Orianna,Ezreal,Rell,Ambessa,Sylas,Cassiopeia,Kaisa,Braum,1
